v AA,v TC,I(max) d I(450)
2.949748743718593,0.6467336683417085,1.5595876082542675
2.963819095477387,0.6467336683417085,1.5703380360843002
2.9778894472361808,0.6467336683417085,1.5757132499993167
2.9919597989949747,0.6467336683417085,1.5791952478768494
3.0060301507537686,0.6467336683417085,1.582677245754382
3.020100502512563,0.6467336683417085,1.582677245754382
3.034170854271357,0.6467336683417085,1.582677245754382
3.0482412060301507,0.6467336683417085,1.582677245754382
3.0623115577889446,0.6467336683417085,1.582677245754382
3.0763819095477385,0.6467336683417085,1.582677245754382
3.0904522613065324,0.6467336683417085,1.582677245754382
3.1045226130653267,0.6467336683417085,1.582677245754382
3.1185929648241206,0.6467336683417085,1.582677245754382
3.1326633165829145,0.6467336683417085,1.582677245754382
3.1467336683417084,0.6467336683417085,1.582677245754382
3.1608040201005023,0.6467336683417085,1.582677245754382
3.174874371859296,0.6467336683417085,1.582677245754382
3.18894472361809,0.6467336683417085,1.582677245754382
3.2030150753768845,0.6467336683417085,1.582677245754382
3.2170854271356784,0.6467336683417085,1.582677245754382
3.2311557788944723,0.6467336683417085,1.582677245754382
3.245226130653266,0.6467336683417085,1.582677245754382
3.25929648241206,0.6467336683417085,1.582677245754382
3.273366834170854,0.6467336683417085,1.582677245754382
3.2874371859296483,0.6467336683417085,1.582677245754382
3.301507537688442,0.6467336683417085,1.582677245754382
3.315577889447236,0.6467336683417085,1.582677245754382
3.32964824120603,0.6467336683417085,1.582677245754382
3.343718592964824,0.6467336683417085,1.582677245754382
3.3577889447236178,0.6467336683417085,1.582677245754382
3.371859296482412,0.6467336683417085,1.582677245754382
3.385929648241206,0.6467336683417085,1.582677245754382
3.4,0.6467336683417085,1.582677245754382
0.6,0.6601005025125628,1.5577941724011837
0.614070351758794,0.6601005025125628,1.5577941724011837
0.6281407035175879,0.6601005025125628,1.5577941724011837
0.6422110552763819,0.6601005025125628,1.5577941724011837
0.6562814070351759,0.6601005025125628,1.5577941724011837
0.6703517587939698,0.6601005025125628,1.5577941724011837
0.6844221105527638,0.6601005025125628,1.5577941724011837
0.6984924623115578,0.6601005025125628,1.5577941724011837
0.7125628140703517,0.6601005025125628,1.5577941724011837
0.7266331658291457,0.6601005025125628,1.5577941724011837
0.7407035175879397,0.6601005025125628,1.5577941724011837
0.7547738693467336,0.6601005025125628,1.5577941724011837
0.7688442211055276,0.6601005025125628,1.5577941724011837
0.7829145728643215,0.6601005025125628,1.5577941724011837
0.7969849246231155,0.6601005025125628,1.5577941724011837
0.8110552763819094,0.6601005025125628,1.5577941724011837
0.8251256281407034,0.6601005025125628,1.5577941724011837
0.8391959798994975,0.6601005025125628,1.5577941724011837
0.8532663316582914,0.6601005025125628,1.5577941724011837
0.8673366834170854,0.6601005025125628,1.5577941724011837
0.8814070351758794,0.6601005025125628,1.5577941724011837
0.8954773869346733,0.6601005025125628,1.5577941724011837
0.9095477386934673,0.6601005025125628,1.5577941724011837
0.9236180904522613,0.6601005025125628,1.5577941724011837
0.9376884422110552,0.6601005025125628,1.5577941724011837
0.9517587939698492,0.6601005025125628,1.5577941724011837
0.9658291457286432,0.6601005025125628,1.5577941724011837
0.9798994974874371,0.6601005025125628,1.5577941724011837
0.9939698492462311,0.6601005025125628,1.5577941724011837
1.0080402010050251,0.6601005025125628,1.5577941724011837
1.022110552763819,0.6601005025125628,1.561332321803326
1.0361809045226131,0.6601005025125628,1.561332321803326
1.050251256281407,0.6601005025125628,1.561332321803326
1.064321608040201,0.6601005025125628,1.561332321803326
1.0783919597989948,0.6601005025125628,1.561332321803326
1.092462311557789,0.6601005025125628,1.561332321803326
1.1065326633165828,0.6601005025125628,1.5606095902909387
1.120603015075377,0.6601005025125628,1.5606095902909387
1.1346733668341709,0.6601005025125628,1.5598868587785515
1.1487437185929648,0.6601005025125628,1.5598868587785515
1.1628140703517587,0.6601005025125628,1.5598868587785515
1.1768844221105526,0.6601005025125628,1.561154281386802
1.1909547738693467,0.6601005025125628,1.5604315498744148
1.2050251256281408,0.6601005025125628,1.5604315498744148
1.2190954773869347,0.6601005025125628,1.5604315498744148
1.2331658291457286,0.6601005025125628,1.5604315498744148
1.2472361809045225,0.6601005025125628,1.5604315498744148
1.2613065326633164,0.6601005025125628,1.5594148799648937
1.2753768844221105,0.6601005025125628,1.5650710760151605
1.2894472361809044,0.6601005025125628,1.567783961648185
1.3035175879396985,0.6601005025125628,1.567783961648185
1.3175879396984924,0.6601005025125628,1.567783961648185
1.3316582914572863,0.6601005025125628,1.567783961648185
1.3457286432160802,0.6601005025125628,1.5754734975174944
1.3597989949748743,0.6601005025125628,1.5831630333868039
1.3738693467336682,0.6601005025125628,1.5858759190198284
1.3879396984924623,0.6601005025125628,1.5858759190198284
1.4020100502512562,0.6601005025125628,1.5846288243260893
1.4160804020100501,0.6601005025125628,1.5838495815958862
1.430150753768844,0.6601005025125628,1.5838495815958862
1.444221105527638,0.6601005025125628,1.5838495815958862
1.458291457286432,0.6601005025125628,1.581494007401807
1.4723618090452262,0.6601005025125628,1.5807147646716033
1.48643216080402,0.6601005025125628,1.5807147646716033
1.500502512562814,0.6601005025125628,1.5767547843448397
1.5145728643216079,0.6601005025125628,1.5767547843448397
1.5286432160804018,0.6601005025125628,1.5759755416146364
1.5427135678391959,0.6601005025125628,1.5729801541348105
1.55678391959799,0.6601005025125628,1.5729801541348105
1.570854271356784,0.6601005025125628,1.5701753301405459
1.5849246231155778,0.6601005025125628,1.5701753301405459
1.5989949748743717,0.6601005025125628,1.5701753301405459
1.6130653266331656,0.6601005025125628,1.5698172625417197
1.6271356783919595,0.6601005025125628,1.5698172625417197
1.6412060301507538,0.6601005025125628,1.5698172625417197
1.6552763819095477,0.6601005025125628,1.5674788752079136
1.6693467336683416,0.6601005025125628,1.5679000503392906
1.6834170854271355,0.6601005025125628,1.5683212254706678
1.6974874371859294,0.6601005025125628,1.5683212254706678
1.7115577889447233,0.6601005025125628,1.561959750277547
1.7256281407035177,0.6601005025125628,1.561959750277547
1.7396984924623116,0.6601005025125628,1.5686231691671657
1.7537688442211055,0.6601005025125628,1.5752865880567843
1.7678391959798994,0.6601005025125628,1.572105850460224
1.7819095477386933,0.6601005025125628,1.5787692693498427
1.7959798994974872,0.6601005025125628,1.5854326882394614
1.8100502512562815,0.6601005025125628,1.5789202411980918
1.8241206030150754,0.6601005025125628,1.5789202411980918
1.8381909547738693,0.6601005025125628,1.5789202411980918
1.8522613065326632,0.6601005025125628,1.5658953471153525
1.866331658291457,0.6601005025125628,1.5528704530326132
1.880402010050251,0.6601005025125628,1.5398455589498738
1.8944723618090449,0.6601005025125628,1.533333111908504
1.9085427135678392,0.6601005025125628,1.533333111908504
1.9226130653266331,0.6601005025125628,1.5475640360460308
1.936683417085427,0.6601005025125628,1.5718496817423175
1.950753768844221,0.6601005025125628,1.5760258843210837
1.9648241206030148,0.6601005025125628,1.6061900489973637
1.9788944723618087,0.6601005025125628,1.6262994921148841
1.992964824120603,0.6601005025125628,1.6505851378111707
2.007035175879397,0.6601005025125628,1.6589375429687032
2.021105527638191,0.6601005025125628,1.667289948126236
2.0351758793969847,0.6601005025125628,1.6747116066588528
2.0492462311557786,0.6601005025125628,1.6838355815926966
2.0633165829145725,0.6601005025125628,1.6804309487902418
2.077386934673367,0.6601005025125628,1.6787286323890147
2.091457286432161,0.6601005025125628,1.6753239995865594
2.1055276381909547,0.6601005025125628,1.6845008155326906
2.1195979899497486,0.6601005025125628,1.6865357920282782
2.1336683417085425,0.6601005025125628,1.6869038974014117
2.1477386934673364,0.6601005025125628,1.6872720027745447
2.1618090452261307,0.6601005025125628,1.6926407215150427
2.1758793969849246,0.6601005025125628,1.698377545628674
2.1899497487437185,0.6601005025125628,1.7007806274973951
2.2040201005025124,0.6601005025125628,1.7070800066140817
2.2180904522613063,0.6601005025125628,1.7097996706258058
2.2321608040201,0.6601005025125628,1.7131334128707156
2.246231155778894,0.6601005025125628,1.7148002839931706
2.2603015075376884,0.6601005025125628,1.721099663109857
2.2743718592964823,0.6601005025125628,1.7253640657309552
2.2884422110552762,0.6601005025125628,1.7316634448476413
2.30251256281407,0.6601005025125628,1.732962210596963
2.316582914572864,0.6601005025125628,1.7272459571275882
2.330653266331658,0.6601005025125628,1.7223674762733048
2.3447236180904523,0.6601005025125628,1.7215546934889585
2.358793969849246,0.6601005025125628,1.7215546934889585
2.37286432160804,0.6601005025125628,1.7117727419496471
2.386934673366834,0.6601005025125628,1.6970873197253078
2.401005025125628,0.6601005025125628,1.67749842681594
2.4150753768844218,0.6601005025125628,1.6718321530080549
2.429145728643216,0.6601005025125628,1.6702565671008511
2.44321608040201,0.6601005025125628,1.659686822607938
2.457286432160804,0.6601005025125628,1.6588740398235913
2.471356783919598,0.6601005025125628,1.6556728883476945
2.4854271356783917,0.6601005025125628,1.6597885660791207
2.4994974874371856,0.6601005025125628,1.654097302440491
2.51356783919598,0.6601005025125628,1.6500316043705539
2.527638190954774,0.6601005025125628,1.6422041678322432
2.5417085427135677,0.6601005025125628,1.6283815080537398
2.5557788944723616,0.6601005025125628,1.6189285059467362
2.5698492462311555,0.6601005025125628,1.6143539846940158
2.5839195979899494,0.6601005025125628,1.604900982587012
2.5979899497487433,0.6601005025125628,1.604900982587012
2.6120603015075377,0.6601005025125628,1.601139244118638
2.6261306532663315,0.6601005025125628,1.5970735460487009
2.6402010050251254,0.6601005025125628,1.5930078479787642
2.6542713567839193,0.6601005025125628,1.5845724922373274
2.6683417085427137,0.6601005025125628,1.572375398027517
2.6824120603015076,0.6601005025125628,1.5677017807544542
2.6964824120603015,0.6601005025125628,1.5670938615513283
2.7105527638190954,0.6601005025125628,1.5633074294763607
2.7246231155778893,0.6601005025125628,1.5626587230335394
2.738693467336683,0.6601005025125628,1.5639032326282019
2.7527638190954775,0.6601005025125628,1.5613613101478967
2.7668341708542714,0.6601005025125628,1.557574878072929
2.7809045226130653,0.6601005025125628,1.5556816620354452
2.794974874371859,0.6601005025125628,1.5556816620354452
2.809045226130653,0.6601005025125628,1.5537884459979616
2.823115577889447,0.6601005025125628,1.547512994733669
2.837185929648241,0.6601005025125628,1.5418333466212177
2.8512562814070352,0.6601005025125628,1.5418333466212177
2.865326633165829,0.6601005025125628,1.5418333466212177
2.879396984924623,0.6601005025125628,1.53301597287662
2.893467336683417,0.6601005025125628,1.5292295408016525
2.907537688442211,0.6601005025125628,1.534604754716669
2.9216080402010047,0.6601005025125628,1.5561056103767348
2.935678391959799,0.6601005025125628,1.5595876082542675
2.949748743718593,0.6601005025125628,1.5595876082542675
2.963819095477387,0.6601005025125628,1.5703380360843002
2.9778894472361808,0.6601005025125628,1.5757132499993167
2.9919597989949747,0.6601005025125628,1.5791952478768494
3.0060301507537686,0.6601005025125628,1.582677245754382
3.020100502512563,0.6601005025125628,1.582677245754382
3.034170854271357,0.6601005025125628,1.582677245754382
3.0482412060301507,0.6601005025125628,1.582677245754382
3.0623115577889446,0.6601005025125628,1.582677245754382
3.0763819095477385,0.6601005025125628,1.582677245754382
3.0904522613065324,0.6601005025125628,1.582677245754382
3.1045226130653267,0.6601005025125628,1.582677245754382
3.1185929648241206,0.6601005025125628,1.582677245754382
3.1326633165829145,0.6601005025125628,1.582677245754382
3.1467336683417084,0.6601005025125628,1.582677245754382
3.1608040201005023,0.6601005025125628,1.582677245754382
3.174874371859296,0.6601005025125628,1.582677245754382
3.18894472361809,0.6601005025125628,1.582677245754382
3.2030150753768845,0.6601005025125628,1.582677245754382
3.2170854271356784,0.6601005025125628,1.582677245754382
3.2311557788944723,0.6601005025125628,1.582677245754382
3.245226130653266,0.6601005025125628,1.582677245754382
3.25929648241206,0.6601005025125628,1.582677245754382
3.273366834170854,0.6601005025125628,1.582677245754382
3.2874371859296483,0.6601005025125628,1.582677245754382
3.301507537688442,0.6601005025125628,1.582677245754382
3.315577889447236,0.6601005025125628,1.582677245754382
3.32964824120603,0.6601005025125628,1.582677245754382
3.343718592964824,0.6601005025125628,1.582677245754382
3.3577889447236178,0.6601005025125628,1.582677245754382
3.371859296482412,0.6601005025125628,1.582677245754382
3.385929648241206,0.6601005025125628,1.582677245754382
3.4,0.6601005025125628,1.582677245754382
0.6,0.6734673366834171,1.5577941724011837
0.614070351758794,0.6734673366834171,1.5577941724011837
0.6281407035175879,0.6734673366834171,1.5577941724011837
0.6422110552763819,0.6734673366834171,1.5577941724011837
0.6562814070351759,0.6734673366834171,1.5577941724011837
0.6703517587939698,0.6734673366834171,1.5577941724011837
0.6844221105527638,0.6734673366834171,1.5577941724011837
0.6984924623115578,0.6734673366834171,1.5577941724011837
0.7125628140703517,0.6734673366834171,1.5577941724011837
0.7266331658291457,0.6734673366834171,1.5577941724011837
0.7407035175879397,0.6734673366834171,1.5577941724011837
0.7547738693467336,0.6734673366834171,1.5577941724011837
0.7688442211055276,0.6734673366834171,1.5577941724011837
0.7829145728643215,0.6734673366834171,1.5577941724011837
0.7969849246231155,0.6734673366834171,1.5577941724011837
0.8110552763819094,0.6734673366834171,1.5577941724011837
0.8251256281407034,0.6734673366834171,1.5577941724011837
0.8391959798994975,0.6734673366834171,1.5577941724011837
0.8532663316582914,0.6734673366834171,1.5577941724011837
0.8673366834170854,0.6734673366834171,1.5577941724011837
0.8814070351758794,0.6734673366834171,1.5577941724011837
0.8954773869346733,0.6734673366834171,1.5577941724011837
0.9095477386934673,0.6734673366834171,1.5577941724011837
0.9236180904522613,0.6734673366834171,1.5577941724011837
0.9376884422110552,0.6734673366834171,1.5577941724011837
0.9517587939698492,0.6734673366834171,1.5577941724011837
0.9658291457286432,0.6734673366834171,1.5577941724011837
0.9798994974874371,0.6734673366834171,1.5577941724011837
0.9939698492462311,0.6734673366834171,1.5577941724011837
1.0080402010050251,0.6734673366834171,1.5577941724011837
1.022110552763819,0.6734673366834171,1.561332321803326
1.0361809045226131,0.6734673366834171,1.561332321803326
1.050251256281407,0.6734673366834171,1.561332321803326
1.064321608040201,0.6734673366834171,1.561332321803326
1.0783919597989948,0.6734673366834171,1.561332321803326
1.092462311557789,0.6734673366834171,1.561332321803326
1.1065326633165828,0.6734673366834171,1.5606095902909387
1.120603015075377,0.6734673366834171,1.5606095902909387
1.1346733668341709,0.6734673366834171,1.5598868587785515
1.1487437185929648,0.6734673366834171,1.5598868587785515
1.1628140703517587,0.6734673366834171,1.5598868587785515
1.1768844221105526,0.6734673366834171,1.561154281386802
1.1909547738693467,0.6734673366834171,1.5604315498744148
1.2050251256281408,0.6734673366834171,1.5604315498744148
1.2190954773869347,0.6734673366834171,1.5604315498744148
1.2331658291457286,0.6734673366834171,1.5604315498744148
1.2472361809045225,0.6734673366834171,1.5604315498744148
1.2613065326633164,0.6734673366834171,1.5594148799648937
1.2753768844221105,0.6734673366834171,1.5650710760151605
1.2894472361809044,0.6734673366834171,1.567783961648185
1.3035175879396985,0.6734673366834171,1.567783961648185
